male,age,education,unemployed,ideology,left2012,left2016,eco_issue,imm_issue,iv_immigration,iv_economy,CC16_301d,CC16_301i,CC16_331_1,CC16_331_2,CC16_331_3,CC16_331_4,CC16_331_5,CC16_331_6,CC16_331_7,CC16_331_8,right2012,right2016
0,63,3,0,4,1,0,1,1,0.375,0.25,1,1,1,2,2,2,1,1,1,2,0,1
0,50,3,0,5,NA,1,1,1,0.125,0.5,1,1,1,2,1,1,2,1,2,2,NA,0
0,59,3,0,7,0,0,1,1,0.5,0,1,2,1,1,1,1,1,2,2,2,1,1
0,48,3,0,7,0,NA,1,1,0.75,0.25,1,2,2,1,2,2,1,2,1,2,1,NA
0,63,6,1,5,0,0,1,1,1,0,1,2,2,1,2,1,1,2,1,1,1,1
0,55,6,0,2,1,1,1,1,0.375,0.5,2,1,1,2,2,1,2,2,2,2,0,0
0,48,6,0,4,1,1,1,0,0.375,0.5,3,2,1,1,1,1,2,2,2,2,0,0
0,56,6,0,2,1,1,1,1,0.125,1,2,1,1,2,1,1,2,1,2,2,0,0
1,47,2,0,3,1,0,0,1,1,0.5,2,3,2,1,2,1,1,2,1,1,0,1
1,64,2,0,NA,NA,NA,0,0,0.5,0.5,3,3,2,2,2,1,2,2,2,2,NA,NA
1,49,2,0,4,0,NA,1,1,0.75,NA,1,1,1,1,2,1,1,2,2,1,1,NA
0,79,3,0,5,0,0,1,1,0.75,0.25,1,2,1,1,1,1,1,2,1,1,1,1
0,69,3,0,2,NA,NA,1,0,0.25,0.75,4,2,1,1,1,1,2,1,2,2,NA,NA
0,72,3,0,3,1,1,1,1,0.375,0.25,1,1,1,1,1,1,2,2,2,2,0,0
0,69,3,0,2,1,1,1,1,0,0.75,2,2,1,2,1,2,2,1,2,2,0,0
0,67,4,0,2,1,NA,1,0,0.5,0.5,3,2,2,2,1,1,2,2,1,2,0,NA
0,67,3,0,2,1,1,1,1,0.5,0.5,2,2,1,2,2,1,2,2,1,2,0,0
0,75,3,0,3,1,1,1,1,0.25,0.75,2,2,1,1,1,2,2,2,2,2,0,0
0,74,6,0,4,1,1,0,0,0.25,0.5,3,3,1,2,1,1,2,2,2,2,0,0
0,69,6,0,4,1,1,1,0,0.25,0.25,3,2,1,1,1,1,2,1,2,2,0,0
0,67,6,0,6,0,0,1,1,0.75,0.25,1,2,2,1,1,1,1,2,1,2,1,1
0,85,6,0,2,1,1,1,1,0.25,0.5,2,1,1,1,1,2,2,2,2,2,0,0
0,82,6,0,4,0,0,1,0,0.25,0.5,3,1,1,1,1,2,2,2,2,2,1,1
0,74,6,0,5,0,0,1,0,0.625,0.5,3,2,2,1,2,1,2,2,2,2,1,1
0,67,6,0,2,1,1,1,0,0.375,0.5,3,2,2,2,1,1,2,2,2,2,0,0
0,66,6,0,6,0,0,1,1,0.875,0,1,2,2,1,2,2,1,2,1,1,1,1
0,89,5,0,6,0,0,1,1,0.75,0.5,1,1,2,1,2,1,2,1,1,1,1,1
0,80,5,0,2,1,1,1,1,0.25,0.75,1,1,1,1,1,1,2,1,2,2,0,0
0,85,5,0,1,1,1,1,1,0,0.5,1,2,1,2,1,2,2,1,2,2,0,0
0,60,5,1,NA,NA,0,1,1,0.875,0,1,1,2,1,2,1,1,1,1,1,NA,1
0,52,5,0,7,0,0,1,1,0.75,0,1,1,2,1,2,1,2,2,1,2,1,1
0,56,5,0,4,NA,NA,0,0,0.25,0.75,3,4,1,2,2,2,2,2,2,2,NA,NA
0,47,5,0,6,NA,NA,1,1,0.5,0,2,1,1,1,1,1,2,2,1,2,NA,NA
0,54,5,0,4,NA,NA,1,1,0.75,0,1,2,2,1,2,1,2,2,1,2,NA,NA
0,59,5,0,3,1,1,1,1,0.25,0.75,2,2,1,1,1,2,2,2,2,2,0,0
0,63,5,0,3,1,1,1,0,0.25,1,4,1,1,1,1,1,2,1,2,2,0,0
0,60,5,0,5,0,0,1,1,0.625,0.25,1,1,2,1,2,1,2,2,2,2,1,1
0,54,5,0,3,1,1,1,1,0,0.75,2,1,1,2,1,2,2,1,2,2,0,0
0,47,5,0,2,1,1,1,1,0.375,0.5,2,1,2,2,1,1,2,2,2,2,0,0
1,62,3,0,5,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
0,28,6,0,2,1,1,1,1,0,0.75,2,2,1,2,1,2,2,1,2,2,0,0
0,29,6,0,2,NA,1,1,1,0,0.25,1,2,1,2,1,2,2,1,2,2,NA,0
0,22,6,0,2,1,1,1,1,0,0.75,1,1,1,2,1,2,2,1,2,2,0,0
0,25,3,0,1,1,1,0,1,0.125,0.5,2,3,1,2,1,2,2,2,2,2,0,0
0,54,2,0,7,0,0,1,1,0.875,0,1,2,2,1,2,1,1,1,1,1,1,1
0,44,6,0,4,1,0,1,0,0.125,0.25,4,2,1,2,1,2,2,2,2,2,0,1
0,42,2,0,7,NA,1,1,0,0.625,0.5,3,1,2,1,2,2,2,2,1,2,NA,0
1,55,5,0,4,1,1,0,0,0.5,0.75,3,3,1,1,1,1,2,2,1,2,0,0
0,75,3,0,2,1,1,0,1,0.375,0.5,1,3,2,2,2,2,2,2,2,2,0,0
1,35,6,0,3,NA,1,1,1,0.125,1,1,1,1,2,1,1,2,1,2,2,NA,0
0,68,6,0,1,1,1,1,1,0.25,0.5,1,2,1,2,1,2,2,2,1,2,0,0
1,33,5,0,2,1,1,1,0,0.25,0.75,3,2,1,2,1,1,2,2,2,2,0,0
0,51,5,0,2,1,1,1,0,0.375,0.25,4,1,2,2,2,2,2,2,2,2,0,0
0,72,2,0,NA,1,1,0,0,0.5,0.5,3,3,2,2,2,1,2,2,2,2,0,0
0,76,2,0,6,0,0,1,1,1,0.5,1,2,2,1,2,1,1,2,1,1,1,1
0,65,2,0,4,1,1,1,1,0.25,0.5,2,2,1,2,1,2,1,2,2,2,0,0
0,65,2,0,7,0,0,1,1,0.875,0.25,2,2,1,1,2,1,1,2,1,1,1,1
1,60,3,0,5,0,0,1,1,0.875,0.5,1,1,1,1,2,1,1,2,1,1,1,1
1,50,3,0,2,1,NA,0,0,0.5,NA,3,4,2,2,1,1,2,2,1,2,0,NA
1,55,3,0,6,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
1,50,3,1,4,1,1,1,0,0.375,0.75,3,1,1,2,2,1,2,2,2,2,0,0
1,64,4,1,6,0,0,1,1,1,0.5,1,1,2,1,2,1,1,2,1,1,1,1
1,56,3,0,NA,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
1,54,3,0,2,1,0,1,1,0.875,0.75,1,2,2,1,2,1,1,2,1,2,0,1
1,61,4,1,2,1,1,1,0,0.375,0.5,4,2,1,1,2,1,2,1,2,2,0,0
1,60,3,0,1,1,1,1,0,0.25,0.75,4,1,1,2,1,1,2,2,2,2,0,0
1,59,3,0,7,0,0,0,1,0.625,0.5,2,3,2,2,2,1,2,2,1,2,1,1
1,27,5,0,3,1,NA,0,1,0.125,NA,2,3,1,2,1,1,2,1,2,2,0,NA
1,26,5,0,3,1,1,1,1,0.25,0.5,2,2,1,1,1,1,2,1,2,2,0,0
0,29,4,0,4,0,NA,1,1,0.125,0.5,2,2,1,2,1,2,2,2,2,2,1,NA
1,56,6,0,4,0,0,0,1,0.5,0,2,3,1,1,1,1,1,1,1,2,1,1
1,53,6,0,7,0,0,1,1,0.875,0,2,1,2,1,2,1,1,2,1,2,1,1
1,51,6,0,NA,NA,0,1,1,0.375,0.5,1,1,2,2,2,2,2,2,2,2,NA,1
1,56,6,0,3,1,1,1,0,0.125,1,3,2,1,2,1,1,2,1,2,2,0,0
1,49,6,0,4,1,NA,0,1,0.75,0.5,2,3,2,2,2,1,1,2,1,2,0,NA
0,29,3,0,2,1,1,0,0,0.25,0.5,4,4,1,1,1,2,2,2,2,2,0,0
0,64,2,0,4,1,1,1,1,0.25,0.5,2,1,1,2,2,2,2,2,2,2,0,0
1,66,3,0,2,1,1,1,0,0.125,0.5,3,1,1,2,1,2,2,2,2,2,0,0
1,74,4,0,6,0,0,1,1,0.875,0.25,1,1,1,1,2,1,1,2,1,1,1,1
1,78,4,0,6,0,0,1,1,0.5,0,1,1,1,2,1,1,1,2,2,1,1,1
1,69,4,0,2,1,1,1,1,0.25,0.5,2,2,1,2,1,1,2,2,2,2,0,0
1,69,3,0,6,0,0,1,1,1,0.25,1,1,2,1,2,1,1,2,1,1,1,1
1,76,3,0,4,1,1,1,1,0.5,0.5,2,1,2,1,1,1,2,2,2,2,0,0
1,79,4,0,4,1,1,1,1,0.5,0.75,2,1,1,1,1,1,2,2,1,2,0,0
1,77,3,0,6,0,0,1,1,0.5,0.75,2,2,1,1,2,2,1,2,2,2,1,1
1,66,4,0,3,1,1,1,1,0.75,0.5,2,1,2,1,2,1,2,2,1,2,0,0
1,69,3,0,3,1,1,1,1,0.25,0.5,2,1,1,2,2,2,2,2,2,2,0,0
1,68,4,0,4,0,0,1,1,0.75,0,2,2,1,1,2,1,1,2,1,2,1,1
1,65,4,0,6,0,0,1,1,0.625,0.25,1,2,1,1,1,1,1,2,2,1,1,1
1,66,4,0,3,1,1,1,0,0.25,0.5,3,2,1,1,1,2,2,2,2,2,0,0
1,80,3,0,6,0,0,1,1,0.75,0,1,2,2,1,2,1,2,2,1,2,1,1
1,80,3,0,3,1,1,1,1,0.375,0.75,2,2,1,1,1,1,2,2,2,2,0,0
1,79,3,0,4,1,1,1,0,0.25,0.75,3,1,1,1,1,2,2,2,2,2,0,0
1,80,3,0,7,0,0,0,1,0.75,0.25,2,3,2,1,2,1,2,2,1,2,1,1
1,66,5,0,6,0,0,1,1,1,0,1,2,2,1,2,1,1,2,1,1,1,1
1,66,5,0,2,1,1,1,1,0.25,0.5,2,2,1,2,1,1,2,2,2,2,0,0
1,79,5,0,6,NA,NA,1,1,0.125,0.5,2,2,1,2,1,1,2,1,2,2,NA,NA
1,72,5,0,4,1,1,1,0,0.25,0.25,3,2,1,2,1,1,2,2,2,2,0,0
1,82,5,0,2,1,1,1,1,0.25,0.5,1,2,1,2,1,1,2,2,2,2,0,0
1,85,5,0,6,0,0,1,1,0.625,0.5,1,1,2,1,2,1,2,2,2,2,1,1
0,52,4,0,4,1,1,1,1,0.5,0.5,1,2,1,1,1,1,1,1,1,2,0,0
1,49,5,0,7,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
1,64,5,0,5,0,0,1,1,0.5,0,2,2,2,1,1,1,2,2,2,2,1,1
1,54,5,0,6,0,0,0,0,0.375,0.25,3,3,2,1,1,2,2,2,2,2,1,1
1,64,5,0,3,1,1,1,1,0.375,0.75,1,1,1,1,1,1,2,2,2,2,0,0
1,59,5,0,4,0,NA,1,1,0.5,0,1,1,2,1,1,1,1,1,2,2,1,NA
1,61,5,0,2,1,NA,1,0,0.25,0.5,3,2,1,2,2,2,2,2,2,2,0,NA
1,64,5,0,2,1,1,0,1,0.375,1,2,3,1,1,1,1,2,2,2,2,0,0
1,52,5,0,6,0,0,1,1,0.375,0.25,1,1,2,2,2,2,2,2,2,2,1,1
1,62,5,0,3,1,1,1,1,0.375,0.5,2,2,1,2,1,1,2,2,1,2,0,0
1,59,5,0,3,1,1,1,1,0.5,1,1,1,2,2,2,2,2,2,1,2,0,0
1,47,5,0,3,NA,NA,1,0,0.375,0,3,1,1,1,2,2,2,2,2,2,NA,NA
1,58,5,0,6,0,0,1,1,0.75,0.25,1,1,2,1,2,1,1,1,1,2,1,1
1,55,5,0,3,1,1,1,0,0.125,0.75,4,1,1,2,1,2,2,2,2,2,0,0
1,55,5,0,5,0,0,1,1,0.875,0.25,1,1,2,1,2,1,2,2,1,1,1,1
1,60,5,0,7,NA,0,0,1,0.875,0,1,3,2,2,2,1,1,2,1,1,NA,1
0,54,6,0,3,1,1,0,0,0,0.75,4,3,1,2,1,2,2,1,2,2,0,0
0,59,5,0,3,1,1,0,0,0.125,0.75,4,3,1,2,1,2,2,2,2,2,0,0
1,71,5,0,5,0,0,1,1,0.875,0.25,1,2,2,1,1,1,1,2,1,1,1,1
0,26,4,0,6,NA,NA,1,1,0.625,NA,1,1,2,1,2,2,2,2,1,2,NA,NA
0,70,5,0,2,1,1,1,1,0.25,0.75,2,2,1,2,1,1,2,2,2,2,0,0
0,61,5,0,4,0,0,1,1,0.875,0.5,2,1,2,1,2,1,1,2,1,2,1,1
0,67,3,0,4,1,1,1,1,0.375,0.25,2,2,1,1,2,2,2,2,2,2,0,0
0,39,5,0,4,NA,NA,0,1,0.75,0,2,3,2,1,2,1,1,2,2,2,NA,NA
1,66,5,0,6,0,0,1,1,0.875,0.25,1,1,2,1,2,1,2,2,1,1,1,1
0,66,3,0,3,1,1,1,0,0.375,0.75,3,2,1,1,2,1,2,1,2,2,0,0
0,76,2,0,6,0,0,1,1,1,0.25,1,1,2,1,2,1,1,2,1,1,1,1
0,34,5,0,2,1,1,1,1,0,0.75,2,1,1,2,1,2,2,1,2,2,0,0
1,63,3,0,4,0,0,1,1,0.5,0,2,2,1,1,1,1,2,2,1,2,1,1
1,46,6,0,4,0,NA,1,0,0.125,0.5,3,1,1,2,1,1,2,1,2,2,1,NA
1,42,3,0,2,1,1,1,1,0.25,0.5,2,2,1,1,1,2,2,2,2,2,0,0
0,33,2,0,7,NA,0,1,0,0.875,0.5,3,1,2,1,2,1,1,2,1,2,NA,1
0,29,3,0,7,0,0,1,0,0.375,0,4,2,1,2,1,1,2,2,1,2,1,1
0,53,2,0,4,1,1,1,0,0.25,0.25,3,1,1,2,1,1,2,2,2,2,0,0
0,51,4,0,2,1,1,1,0,0.25,0.5,3,1,1,2,1,1,2,2,2,2,0,0
0,35,2,0,4,1,NA,1,1,0.375,NA,2,1,2,2,2,2,2,2,2,2,0,NA
0,30,3,0,2,1,NA,1,0,0,NA,3,1,1,2,1,2,2,1,2,2,0,NA
1,55,2,1,6,0,0,0,1,0.75,0.5,1,3,2,1,2,1,2,2,1,2,1,1
0,42,3,0,2,1,1,1,1,0,0.5,2,1,1,2,1,2,2,1,2,2,0,0
1,63,2,0,6,NA,0,1,1,0.625,0.25,1,2,1,1,2,1,1,2,2,2,NA,1
0,44,6,1,1,1,1,1,0,0.25,0.75,3,1,1,2,1,1,2,2,2,2,0,0
1,64,5,0,6,NA,0,1,1,0.625,0.25,1,1,1,1,2,1,1,2,2,2,NA,1
0,65,2,0,6,0,0,1,1,0.625,0,1,1,2,1,2,2,2,2,1,2,1,1
0,50,3,0,7,1,1,1,1,0.375,0,1,1,2,2,2,2,2,2,2,2,0,0
0,67,6,0,6,0,0,1,1,0.75,0.5,1,2,2,1,1,1,1,2,1,2,1,1
0,64,5,0,1,1,1,1,1,0.25,0.5,2,2,1,2,1,1,2,2,2,2,0,0
1,68,5,0,6,0,0,1,1,0.75,0.25,1,1,2,1,2,1,2,2,1,2,1,1
0,60,3,0,3,1,1,1,1,0.625,0.5,1,2,2,1,1,1,2,2,1,2,0,0
1,29,6,0,2,1,1,1,0,0.25,1,3,2,1,2,1,1,2,2,2,2,0,0
1,59,5,0,6,0,0,1,1,1,0.25,1,2,2,1,2,1,1,2,1,1,1,1
1,54,6,0,3,1,1,1,0,0.125,0.5,3,1,1,2,1,1,2,1,2,2,0,0
1,79,3,0,7,0,0,1,1,1,0.25,1,2,2,1,2,1,1,2,1,1,1,1
0,67,5,0,5,0,0,1,1,0.625,0,1,2,2,1,2,1,2,2,2,2,1,1
0,61,5,0,5,1,1,0,0,0.375,0.5,5,5,1,2,2,1,2,2,2,2,0,0
0,65,5,0,1,1,1,1,1,0.125,0.75,1,2,1,2,1,2,2,2,2,2,0,0
0,58,5,0,2,1,1,1,1,0.125,0.75,1,1,1,2,1,1,2,1,2,2,0,0
1,55,6,0,4,0,1,1,1,0.125,0.75,2,2,1,2,1,2,2,2,2,2,1,0
0,37,2,0,4,1,1,1,1,0.5,0.75,2,1,1,1,2,1,2,2,2,2,0,0
1,58,6,0,3,1,1,1,1,0.125,0.5,2,1,1,2,1,1,2,1,2,2,0,0
0,52,5,0,6,1,0,1,1,0.875,0.5,1,2,2,1,2,1,1,2,1,2,0,1
0,63,3,0,5,0,0,1,1,0.875,0.5,1,2,2,1,2,1,1,2,1,2,1,1
1,40,6,0,4,NA,1,1,0,0.125,0.5,4,1,1,2,1,2,2,2,2,2,NA,0
1,35,6,0,3,1,1,1,1,0.375,1,1,2,2,1,1,1,2,1,2,2,0,0
0,65,5,0,5,1,1,0,0,0.25,0.5,3,3,1,2,1,1,2,2,2,2,0,0
0,53,5,0,5,0,0,1,1,0.75,0,1,1,1,1,2,1,1,2,1,2,1,1
0,54,2,0,4,1,NA,1,1,0.375,0.25,2,1,1,2,2,1,2,2,2,2,0,NA
0,56,2,1,4,1,1,1,1,0.5,1,1,1,2,2,2,1,2,2,2,2,0,0
0,35,4,0,6,NA,NA,1,1,0.25,0.75,2,2,2,2,1,2,2,2,2,2,NA,NA
0,42,4,0,2,1,1,1,0,0.625,0.5,3,2,2,2,2,2,1,2,1,2,0,0
0,42,4,0,7,0,0,1,1,1,0.5,1,1,2,1,2,1,1,2,1,1,1,1
0,65,6,0,4,1,1,1,1,0.875,0.25,1,1,2,1,2,1,1,1,1,1,0,0
0,37,5,0,3,1,1,1,0,0.25,0.5,3,2,1,2,1,1,2,2,2,2,0,0
1,73,2,0,6,0,0,1,1,0.625,0,1,1,1,1,1,1,1,2,2,1,1,1
1,67,1,0,7,0,0,0,1,0.5,0.5,1,3,1,1,1,1,1,2,2,2,1,1
1,69,2,0,2,1,1,1,1,0.375,0.5,2,1,1,2,1,1,2,2,1,2,0,0
1,69,2,0,4,NA,NA,1,1,0.75,0,2,2,2,1,2,1,2,2,1,2,NA,NA
0,27,5,0,4,NA,1,0,1,0.375,0.25,2,3,2,2,1,2,2,2,1,2,NA,0
0,27,5,0,6,0,0,0,1,0.25,0.5,2,3,1,2,1,1,2,2,2,2,1,1
0,28,5,0,2,1,1,1,0,0.5,0.5,4,1,2,2,2,1,2,2,2,2,0,0
0,48,4,0,3,1,1,1,0,0,1,5,1,1,2,1,2,2,1,2,2,0,0
0,64,3,0,6,1,0,1,1,0.5,0.25,1,1,1,1,2,2,1,2,2,2,0,1
0,54,3,0,4,0,1,1,1,0.375,0.25,2,1,1,1,2,2,2,2,2,2,1,0
0,61,3,0,5,0,0,1,1,0.375,0.25,1,1,1,1,2,2,1,1,2,2,1,1
0,51,4,1,4,1,1,1,1,0.375,1,2,2,2,2,2,2,2,2,2,2,0,0
0,47,4,0,4,NA,NA,1,0,0.5,0.5,3,1,2,2,2,1,2,2,2,2,NA,NA
0,60,3,0,2,1,1,1,1,0.75,1,2,2,2,1,2,1,2,2,1,2,0,0
0,60,4,0,6,0,0,1,1,0.625,0.75,1,1,1,1,1,1,1,1,1,1,1,1
0,56,3,0,4,1,0,1,1,0.625,0.5,2,2,1,2,1,1,1,2,1,1,0,1
0,58,3,0,4,1,NA,1,1,1,0,1,2,2,1,2,1,1,2,1,1,0,NA
0,60,3,1,5,NA,0,1,1,0.5,0,1,1,2,1,2,2,2,2,2,2,NA,1
0,55,6,0,5,1,0,1,1,0.625,0.25,1,1,1,1,2,1,2,2,1,2,0,1
0,61,6,0,3,1,1,1,1,0.125,0.75,2,1,1,2,1,2,2,2,2,2,0,0
0,58,6,0,4,1,1,1,0,0.125,0.5,3,1,1,2,1,1,2,1,2,2,0,0
0,64,6,0,6,0,0,1,1,1,0.5,1,1,2,1,2,1,1,2,1,1,1,1
0,48,6,0,6,0,NA,1,1,0.5,0.25,2,2,1,1,2,2,1,2,2,2,1,NA
0,63,6,0,3,1,1,1,1,0.25,0.5,2,1,2,2,1,1,2,1,2,2,0,0
0,59,6,0,5,0,0,1,0,0.5,0,3,2,2,2,2,2,2,2,1,2,1,1
0,61,6,0,4,1,1,0,0,0.125,0.25,3,3,1,2,1,2,2,2,2,2,0,0
0,47,6,0,4,NA,0,1,1,0.75,0.5,2,1,2,2,2,1,1,2,2,1,NA,1
0,64,6,0,6,0,0,0,1,0.5,0.25,1,3,1,1,2,1,2,2,2,2,1,1
1,60,2,0,7,0,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1
1,57,2,0,6,0,0,1,1,1,0.25,1,2,2,1,2,1,1,2,1,1,1,1
1,46,2,0,6,NA,NA,0,0,0.125,1,3,4,1,2,1,2,2,2,2,2,NA,NA
0,79,3,0,6,0,0,1,1,1,0.25,1,1,2,1,2,1,1,2,1,1,1,1
0,68,4,1,4,1,0,1,1,0.875,0.5,2,2,2,1,2,2,1,2,1,1,0,1
0,66,3,0,4,0,0,1,1,1,0.25,1,1,2,1,2,1,1,2,1,1,1,1
0,69,4,0,5,0,0,1,1,0.75,0,2,2,2,1,1,2,1,2,1,1,1,1
0,70,3,0,2,1,1,1,1,0,0.5,1,2,1,2,1,2,2,1,2,2,0,0
0,67,3,0,7,0,0,1,1,0.5,0.5,2,2,1,2,2,2,1,2,1,2,1,1
0,65,3,0,4,1,0,1,1,0.75,0.5,2,1,1,1,2,1,1,2,1,2,0,1
0,65,3,0,4,0,0,1,1,0.5,0.5,2,2,1,2,1,1,1,2,1,2,1,1
0,72,6,0,4,0,0,1,1,0.625,0,1,1,2,1,2,1,2,1,1,2,1,1
0,80,6,0,2,NA,1,1,1,0.5,0.75,2,1,1,1,1,1,2,2,1,2,NA,0
0,69,6,0,3,1,1,1,0,0.125,0.5,3,2,1,2,1,2,2,2,2,2,0,0
0,75,6,0,5,0,0,1,1,0.75,0.25,1,1,1,1,1,1,1,2,1,1,1,1
0,65,6,0,1,1,1,1,1,0.25,1,1,1,1,2,1,1,2,2,2,2,0,0
0,77,6,0,2,1,1,1,1,0,1,1,2,1,2,1,2,2,1,2,2,0,0
0,70,5,0,4,1,1,1,1,0.25,0.5,2,2,1,2,1,2,2,2,2,1,0,0
0,69,5,0,1,1,1,1,1,0.125,1,2,2,1,2,1,2,2,2,2,2,0,0
0,73,5,0,6,0,0,1,1,0.625,0,1,1,2,1,2,1,2,2,2,2,1,1
0,77,5,0,2,1,1,1,1,0.375,0.5,2,1,2,2,1,1,2,2,2,2,0,0
0,67,5,0,6,0,0,1,1,0.75,0.5,1,1,2,1,1,1,1,2,1,2,1,1
0,68,5,0,4,1,1,1,0,0.625,0.5,NA,2,1,1,2,1,2,2,1,2,0,0
0,74,5,0,2,1,1,1,1,0.125,0.75,2,2,1,2,1,2,2,2,2,2,0,0
0,69,5,0,2,1,1,1,1,0.25,1,2,1,1,2,1,1,2,2,2,2,0,0
0,83,5,0,1,1,1,0,1,0.125,0.5,2,3,1,2,1,1,2,1,2,2,0,0
0,65,5,0,3,NA,NA,1,1,0.625,0.5,1,1,2,1,2,2,1,2,2,2,NA,NA
1,34,2,0,4,NA,0,1,1,0.75,0.75,2,1,2,1,1,2,1,2,1,1,NA,1
0,62,5,0,6,0,0,0,1,0.875,0.25,2,3,2,1,2,1,1,2,1,2,1,1
0,61,5,0,5,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
0,49,5,0,2,1,1,1,0,0.125,0.5,4,2,1,2,1,2,2,2,2,2,0,0
0,46,5,0,2,1,1,1,0,0.125,0.5,5,1,1,2,1,2,2,2,2,2,0,0
0,60,5,0,4,0,0,1,1,0.75,0,1,1,2,1,2,1,1,1,1,2,1,1
0,47,5,0,3,1,1,0,1,0.125,0.75,1,3,1,1,1,2,2,1,2,2,0,0
0,69,1,0,3,1,1,0,0,0.25,0.5,5,4,2,2,1,2,2,2,2,2,0,0
1,51,3,0,6,NA,0,0,1,0.25,0.5,2,3,1,2,2,2,2,1,1,2,NA,1
0,41,6,0,2,1,1,1,0,0,1,4,2,1,2,1,2,2,1,2,2,0,0
0,31,6,0,4,NA,NA,1,0,0.125,0.25,3,2,1,2,1,1,2,1,2,2,NA,NA
0,32,6,0,4,NA,NA,1,0,0.25,0.75,3,2,1,2,1,1,2,2,2,2,NA,NA
1,78,3,0,3,1,1,1,0,0.375,0.5,4,1,1,2,1,1,2,2,1,2,0,0
1,75,5,0,4,1,1,0,0,0.375,0.75,4,5,1,2,2,1,2,2,2,2,0,0
1,77,6,0,2,1,1,1,1,0.25,0.75,2,2,1,2,1,2,1,2,2,2,0,0
1,62,5,0,7,1,1,1,0,0.375,1,3,1,1,1,1,1,2,2,2,2,0,0
0,54,3,0,4,1,1,1,1,0,0.5,1,1,1,2,1,2,2,1,2,2,0,0
0,55,3,0,2,NA,1,1,1,0.625,1,2,1,2,1,2,2,2,2,2,1,NA,0
1,62,2,0,4,0,NA,1,1,0.875,0,1,2,2,1,2,1,1,1,1,1,1,NA
1,33,6,0,1,NA,NA,1,1,0.25,1,2,1,1,2,1,1,2,2,2,2,NA,NA
1,40,5,0,4,1,1,1,1,0.5,0.5,2,1,2,1,1,1,2,2,2,2,0,0
1,39,5,0,5,NA,NA,1,0,0.375,0.5,4,1,1,2,2,1,2,2,2,2,NA,NA
0,54,5,0,4,1,1,1,1,0.625,1,2,1,1,2,2,1,1,2,1,2,0,0
0,71,2,0,7,0,0,1,1,0.625,0,1,1,2,1,1,2,1,2,2,1,1,1
0,72,2,0,4,0,0,1,1,0.625,0.25,1,2,1,1,1,1,1,2,2,1,1,1
0,88,2,0,7,0,0,0,1,0.875,0.5,1,5,2,1,1,1,1,2,1,1,1,1
0,77,2,0,6,0,0,1,1,0.75,0.5,1,1,2,1,2,2,1,2,2,1,1,1
1,64,3,0,4,1,1,1,1,0.75,0.75,1,1,2,1,2,1,2,2,1,2,0,0
1,52,3,0,4,0,0,1,1,0.75,0.5,1,1,2,1,2,1,2,2,1,2,1,1
1,58,3,0,7,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
1,50,4,0,5,0,0,1,1,0.75,0,2,1,2,1,2,1,2,2,1,2,1,1
1,59,3,0,2,1,1,1,0,0.125,0.75,5,1,1,2,1,2,2,2,2,2,0,0
1,58,3,0,6,0,0,1,1,0.875,0,1,1,2,2,2,1,1,2,1,1,1,1
1,56,4,0,1,1,1,1,1,0.25,0.5,2,1,1,2,1,1,2,2,2,2,0,0
1,62,3,0,3,1,1,1,0,0.625,0.75,3,1,2,1,1,1,2,2,1,2,0,0
1,60,3,0,2,1,1,1,0,0.25,0.5,4,1,1,2,1,1,2,2,2,2,0,0
1,46,6,0,4,1,1,1,1,0.25,0.75,2,2,1,2,1,1,2,2,2,2,0,0
1,48,6,0,6,0,0,1,1,0.875,0.25,2,2,2,1,2,1,1,2,1,2,1,1
1,56,6,0,4,1,1,1,0,0.125,0.75,3,2,1,2,1,2,2,2,2,2,0,0
0,42,6,0,6,0,1,1,1,0.75,0.25,1,1,2,1,2,1,2,2,1,2,1,0
1,59,6,0,4,0,1,1,1,0.125,0.5,2,2,1,2,1,1,2,1,2,2,1,0
1,56,6,0,7,1,0,1,1,0.5,0,1,2,1,1,1,1,2,2,1,2,0,1
0,59,2,0,NA,NA,1,1,1,0.5,0.75,2,1,1,2,2,1,1,2,2,2,NA,0
0,54,2,0,3,1,1,0,0,0.25,0.5,3,4,2,2,1,2,2,2,2,2,0,0
0,61,2,0,6,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
0,50,2,0,7,0,0,1,1,0.75,0,1,2,2,1,2,1,2,2,1,2,1,1
0,64,2,0,7,NA,NA,1,1,0.625,0,2,2,2,1,2,2,2,2,1,2,NA,NA
0,64,2,0,6,0,0,1,1,1,0.5,1,2,2,1,2,1,1,2,1,1,1,1
0,59,2,0,4,1,1,1,0,0.125,1,3,1,1,2,1,2,2,2,2,2,0,0
0,59,2,0,2,1,1,1,1,0.25,0.5,2,2,1,2,1,1,2,2,2,2,0,0
0,56,2,0,6,0,0,1,1,0.875,0.25,2,2,2,1,2,2,1,2,1,1,1,1
